S_no,Tahsil/Taluk,Village,Latitude,Longitude,Date_of_collection,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
2841,Gudiyatham,Modikuppam,"13°01'45""","78°51'55""",05-07-2012,512,4,14,28,143,4,92,41,1.48,8.6,129.4310287,Not suitable
2842,Walajahpet,Sengalnatham,"13°03'15""","79°20'00""",05-07-2012,384.519457,27,60,63,212,9,312,124,0.01,7.9,17.37332997,Excellent
2843,Gudiyatham,Nellorepet,"12°56'25""","78°41'05""",05-07-2012,384.519457,13.17692308,24,51,288,5,372,149,0.69,8.4,69.75592496,Poor
2844,Vellore,Perumugai,"12°56'33""","79°11'49""",06-07-2012,497,11,18,34,110,5,170,46,0.47,8.3,50.266367,Poor
2845,Vellore,Usur,"12°51'54""","79°03'43""",06-07-2012,384.519457,6,16,112,322,5,189.0329095,178,1,8.6,97.74392431,Very poor
2846,Vellore,Vallam,"12°45'15""","79°09'18""",06-07-2012,384.519457,29,72,52.24729367,235,9,189.0329095,176,0.86,8.4,86.18403589,Very poor
2847,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",06-07-2012,384.519457,7,32,41,299,34,482,52,0.13,8,38.78983511,Good
2848,Arcot,Varagur,"12°42'30""","79°12'30""",06-07-2012,955,7,64,66,196,5,227,148,0.26,8.5,37.83556044,Good
2849,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",06-07-2012,384.519457,31,152,88,460,4,189.0329095,189,0.24,7.8,35.10178038,Good
2850,Vellore,Melvallam,"12°45'10""","79°09'10""",06-07-2012,802,19,36,146,23,6,326,127,0.59,8.5,67.96715559,Poor
2851,Arcot,Varagurpattanam,"12°48'50""","79°14'50""",06-07-2012,384.519457,46,144,63,258,15,425,144,0.13,8.1,33.31795152,Good
2852,Arakkonam,Nagavedu,"13°02'20""","78°37'40""",06-07-2012,591,13,74,50,58,8,135,40,0.03,8.1,18.00437344,Excellent
2853,Gudiyatham,Gundalapalli,"12°59'35""","78°44'45""",06-07-2012,496,16,18,32,117,4,149,22,1.12,8.5,101.5338358,Not suitable
2854,Vellore,Usur,"12°51'50""","79°03'40""",06-07-2012,384.519457,7,40,73,186.7503982,4,189.0329095,193,1.24,8.6,113.976897,Not suitable
2855,Arakkonam,Arakkonam,"13°04'40""","79°40'10""",06-07-2012,706,12,86,39,115,5,181,43,0.32,8.4,40.53257717,Good
2856,Gudiyatham,Valathur,"12°52'50""","78°49'45""",06-07-2012,233,4,12,27,35,3,35,26,0.35,8.5,39.93221097,Good
2857,Gudiyatham,Erukkampattu,"12°56'50""","78°41'05""",06-07-2012,598,14,8,41,147,16,78,100,0.8,8.6,84.11317223,Very poor
2858,Vellore,Pallikonda,"12°54'05""","79°56'30""",07-07-2012,647,13.17692308,20,44,166,7,174,55,0.97,8.4,91.64485546,Very poor
2859,Vellore,Karadikudi,"12°50'38""","78°55'49""",07-07-2012,734,11,22,46,173,11,170,122,1.23,8.5,114.8224665,Not suitable
2860,Arcot,Kalavai,"12°46'00""","79°23'05""",07-07-2012,658,9,88,24,115,1,206,87,0.28,8.2,33.26107768,Good
2861,Arcot,Kaniyanur,"12°48'00""","79°21'25""",07-07-2012,384.519457,6,24,44,299,7,284,103,0.54,8.3,57.76263164,Poor
2862,Vellore,Poigai satyammangalam,"12°55'05""","79°03'00""",07-07-2012,384.519457,10,36,58,299,35,475,43,0.16,8.4,45.13191984,Good
2863,Arcot,Pudupadi,"12°51'55""","79°22'25""",07-07-2012,384.519457,30,168,117,322,5,189.0329095,325,0.17,8.1,33.65745059,Good
2864,Arcot,Damaraipakkam,"12°45'35""","79°18'35""",07-07-2012,867,26,60,12,230,5,234,96,0.26,8.2,33.84698962,Good
2865,Arcot,Kalavai,"12°46'10""","79°25'20""",07-07-2012,384.519457,36,80,88,212,10,425,88,0.22,8,36.85760042,Good
2866,Arcot,Timiri,"12°49'35""","79°18'30""",07-07-2012,384.519457,28,68,107,166,6,447,109,0.18,8.3,33.89900653,Good
2867,Katpadi,Vaduganthangal,"12°58'10""","79°04'10""",09-07-2012,384.519457,8,104,80,163,4,425,73,0.25,7.7,32.84359166,Good
2868,Gudiyatham,Arumbaruthi,"12°58'05""","79°12'25""",09-07-2012,289,13,20,11,39,36,32,24,0.34,8,53.57177628,Poor
2869,Gudiyatham,Panamadangi,"13°01'30""","79°02'20""",09-07-2012,384.519457,55,60,85,166,6,262,159,0.51,8.1,57.97596167,Poor
2870,Gudiyatham,Latteri,"12°58'10""","79°04'10""",09-07-2012,384.519457,38,92,22,414,6,461,112,0.52,8.1,55.93359443,Poor
2871,Gudiyatham,Serkadu,"13°01'45""","79°14'00""",09-07-2012,694,38,48,27,133,13,163,49,0.56,8.2,62.16675381,Poor
2872,Arakkonam,Banavaram,"13°00'30""","79°29'30""",09-07-2012,968,13,56,75,184,1,362,141,0.18,7.8,25.908454,Good
2873,Gudiyatham,K.V.kuppam,"12°57'10""","78°59'20""",09-07-2012,384.519457,37,60,43,345,4,390,101,0.33,7.9,39.22591795,Good
2874,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",10-07-2012,387,13.17692308,18,38,78,5,85,18,1.14,8.7,104.8562269,Not suitable
2875,Vellore,Asanampattu,"12°42'17""","78°48'58""",10-07-2012,384.519457,4,180,52.24729367,186.7503982,17,189.0329095,228,0.45,8.1,57.30973422,Poor
2876,Vellore,Guruvarajapalayam,"12°47'30""","78°52'48""",10-07-2012,356,13.17692308,18,36,67,5,82,19,1.12,8.6,102.5540123,Not suitable
2877,Gudiyatham,Kommeswaram,"12°49'00""","78°44'10""",10-07-2012,820,13.17692308,16,27,253,4,255,81,1.18,8.7,107.613402,Not suitable
2878,Walajahpet,Lalapet,"12°58'00""","79°03'00""",02-01-2013,727,5,20,29,207,8,234,91,0.95,8.5,90.38303163,Very poor
2879,Katpadi,Vaduganthangal,"12°58'10""","79°04'10""",02-01-2013,404,7,36,23,76,5,89,47,0.29,8.3,35.59872973,Good
2880,Arakkonam,Kilveeranam,"12°59'51""","79°28'25""",02-01-2013,325,3,22,27,62,2,78,26,0.42,8.3,43.85051219,Good
2881,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",02-01-2013,498,11,24,27,115,4,138,56,0.34,8.4,39.93216669,Good
2882,Arakkonam,Mosur,"13°05'02""","79°43'10""",02-01-2013,384.519457,25,40,63,186.7503982,5.964226244,333,206,0.34,8.9,47.24815209,Good
2883,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",02-01-2013,384.519457,9,44,63,414,30,362,134,0.51,8.4,70.2065142,Poor
2884,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",02-01-2013,384.519457,8,20,75,426,5.964226244,461,110,0.05,8.5,22.42339494,Excellent
2885,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",02-01-2013,754,13,64,62,115,7,301,71,0.16,7.9,27.25449746,Good
2886,Walajahpet,Lalapettai,"12°59'80""","79°18'10""",02-01-2013,526,13,26,35,115,5,50,49,0.72,8.4,70.43176673,Poor
2887,Walajahpet,Melvenkatapuram,"13°02'45""","79°24'10""",02-01-2013,741,18,2,41,207,6,199,85,0.19,8.4,30.41299546,Good
2888,Arakkonam,Valarpuram,"13°10'05""","79°40'40""",02-01-2013,528,1,26,58,92,2,135,46,0.81,8,74.15955817,Poor
2889,Arakkonam,Gudalur,"13°05'20""","79°31'00""",02-01-2013,371,3,18,39,69,1,50,28,1.2,8,102.7029977,Not suitable
2890,Arakkonam,Siruvalaiyam,"12°57'40""","79°32'05""",02-01-2013,433,2,22,57,58,2,142,40,0.44,7.9,44.61028023,Good
2891,Gudiyatham,Panamadangi,"13°01'30""","79°02'20""",02-01-2013,384.519457,38,84,112,173,5,440,134,0.38,7.8,46.77114844,Good
2892,Katpadi,Latteri,"12°58'10""","79°04'10""",02-01-2013,655,17,40,45,127,5,174,91,0.45,8,48.1432115,Good
2893,Arakkonam,Nagavedu,"13°02'20""","79°37'40""",02-01-2013,266,3,22,45,12,1,57,27,0.4,8.1,41.32827144,Good
2894,Walajahpet,Sholinghur,"13°06'50""","79°25'20""",02-01-2013,870,26,2,47,242,4,262,100,0.25,8.3,34.21723838,Good
2895,Katpadi,Serkadu,"13°01'45""","79°14'00""",02-01-2013,883,22,46,77,150,12,277,108,0.19,7.8,32.68821693,Good
2896,Arakkonam,Banavaram,"13°00'30""","79°29'30""",02-01-2013,984,5,26,67,253,7,323,75,1.4,7.8,122.8774384,Not suitable
2897,Walajahpet,Sengalnatham,"13°03'15""","79°20'00""",02-01-2013,945,15,20,66,230,4,273,134,0.7,8.4,70.70101726,Poor
2898,Walajahpet,Aypedu,"13°06'15""","79°29'40""",02-01-2013,843,8,104,44,138,7,358,84,0.07,8,20.45661461,Excellent
2899,Arakkonam,Chitteri,"13°03'40""","79°36'25""",02-01-2013,509,5,72,24,74,6,199,54,0.17,8.1,26.2359726,Good
2900,Gudiyatham,K.V.Kuppam,"12°57'10""","78°59'20""",02-01-2013,384.519457,30,52,52.24729367,242,4,390,355,0.65,7.9,64.40661516,Poor
2901,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",02-01-2013,384.519457,42,92,95,184,6,447,178,0.21,7.9,34.18190448,Good
2902,Walajahpet,Ammur,"12°57'30""","79°17'00""",02-01-2013,932,25,28,50,173,5.964226244,220,144,0.08,8.4,23.04526237,Excellent
2903,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",02-01-2013,384.519457,5,44,63,265,5,489,142,0.28,8.3,37.93553898,Good
2904,Gudiyatham,Arumbaruthi,"12°58'05""","79°12'25""",02-01-2013,384.519457,76,58.75113122,146,495,15,189.0329095,166,0.13,7.5,34.13634705,Good
2905,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",02-01-2013,384.519457,24,60,75,219,36,284,194,0.3,8.4,58.15206327,Poor
2906,Walajahpet,Ozhugur,"12°58'40""","79°24'35""",02-01-2013,384.519457,20,40,90,391,5.964226244,189.0329095,204,0.19,8.1,32.12597209,Good
2907,Arakkonam,Cheyyur,"13°03'20""","79°42'10""",02-01-2013,840,12,22,49,219,6,195,104,1.34,8.4,120.3862099,Not suitable
2908,Walajahpet,Pulivalam,"13°03'45""","79°26'55""",02-01-2013,384.519457,55,96,21,437,7,189.0329095,94,0.14,8,26.64635151,Good
2909,Arakkonam,Ullia-nallur,"12°58'00""","79°33'35""",02-01-2013,326,8,24,21,69,3,43,24,0.64,8.4,61.985425,Poor
2910,Walajahpet,Ammoor,"12°58'30""","79°21'55""",02-01-2013,783,4,70,19,196,13,227,60,0.64,8.2,67.21879567,Poor
2911,Arakkonam,Arakkonam,"13°04'40""","79°40'10""",02-01-2013,384.519457,25,132,66,138,3,461,86,0.22,8,32.13088107,Good
2912,Walajahpet,Sathambakkam,"12°52'27""","79°23'50""",02-01-2013,718,11,36,49,150,5,241,106,0.12,7.9,21.96235862,Excellent
2913,Vellore,Pennathur,"12°50'40""","79°06'40""",02-01-2013,191,1,48,2,18,5,53,121.0057919,0.11,8.1,19.11853291,Excellent
2914,Vellore,Usur,"12°51'54""","79°03'43""",02-01-2013,384.519457,7,52,92,483,12,189.0329095,355,0.84,8.9,90.99876097,Very poor
2915,Vellore,Vallam,"12°45'15""","79°09'18""",02-01-2013,780,36,38,38,173,6,202,62,0.31,8.3,40.08269933,Good
2916,Vellore,Melvallam,"12°45'10""","79°09'10""",02-01-2013,384.519457,27,120,52.24729367,368,16,189.0329095,247,0.68,8.4,76.92195835,Very poor
2917,Vellore,Usur,"12°51'50""","79°03'40""",02-01-2013,384.519457,8,44,88,288,4,454,163,0.97,8.6,94.33070497,Very poor
2918,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",02-01-2013,384.519457,18,84,139,288,9,189.0329095,494,0.51,8.1,61.97410692,Poor
2919,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",02-01-2013,384.519457,25,72,63,253,5.964226244,454,98,0.45,8.4,53.30673392,Poor
2920,Arcot,Kalavai,"12°46'00""","79°23'05""",02-01-2013,384.519457,2,60,73,334,6,189.0329095,187,0.37,7.8,42.88035844,Good
2921,Vellore,Poigai satyammangalam,"12°55'05""","79°03'00""",02-01-2013,384.519457,6,26,69,265,5.964226244,482,98,0.03,8.3,19.03764937,Excellent
2922,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",02-01-2013,384.519457,5,68,58,219,4,362,130,0.61,8.2,62.25556562,Poor
2923,Gudiyatham,Gundalapalli,"12°59'35""","78°44'45""",02-01-2013,384.519457,28,60,88,334,4,189.0329095,154,0.34,7.9,41.80200268,Good
2924,Gudiyatham,Nalanganallur,"12°57'20""","78°47'05""",02-01-2013,384.519457,4,30,32,437,5.964226244,248,106,0.19,8.8,32.64622367,Good
2925,Gudiyatham,Kommeswaram,"12°49'00""","78°44'10""",02-01-2013,384.519457,25,60,68,186.7503982,10,189.0329095,298,0.92,8.7,93.81317673,Very poor
2926,Arakkonam,Banavaram,"13°00'30""","79°29'30""",02-01-2013,463,2,28,26,115,2,53,51,1.32,8.6,115.8183707,Not suitable
2927,Gudiyatham,Nellorepet,"12°56'25""","78°41'05""",02-01-2013,990,26,32,85,184,35,298,101,0.09,8.4,41.48186341,Good
2928,Vellore,Kilkothur,"12°47'45""","78°56'48""",02-01-2013,705,6,24,32,184,4,92,175,1.46,8.5,128.0363272,Not suitable
2929,Gudiyatham,Valathur,"12°52'50""","78°49'45""",02-01-2013,918,34,56,95,69,5.964226244,262,111,0.19,8.5,35.06991851,Good
2930,Gudiyatham,Erukkampattu,"12°56'50""","78°41'05""",02-01-2013,824,25,54,81,115,8,280,81,0.9,8.1,87.88193023,Very poor
2931,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",02-01-2013,804,18,32,51,184,12,174,95,0.5,8.6,59.87399486,Poor
2932,Vellore,Karadikudi,"12°50'38""","78°55'49""",02-01-2013,384.519457,18,56,90,322,5,340,252,1.26,8.4,116.9200235,Not suitable
2933,Vellore,Asanampattu,"12°42'17""","78°48'58""",02-01-2013,826,7,48,49,173,7,269,154,0.79,8.1,76.56730163,Very poor
2934,Vellore,Guruvarajapalayam,"12°47'30""","78°52'48""",02-01-2013,595,11,42,23,138,9,156,69,0.98,8.5,93.17316894,Very poor
2935,Vellore,Devichettikuppam,"12°50'40""","78°55'30""",02-01-2013,846,1,22,29,253,7,167,182,1.4,8.6,125.5073593,Not suitable
2936,Vellore,Perumugai,"12°56'33""","79°11'49""",02-01-2013,384.519457,4,62,40,253,15,347,152,0.91,8.3,91.16375542,Very poor
2937,Arcot,Melapalandai,"12°39'30""","79°23'42""",02-01-2013,726,17,24,22,196,21,174,98,0.04,8.5,26.70230888,Good
2938,Arcot,Kalavai,"12°46'00""","79°23'05""",02-01-2013,384.519457,38,36,75,230,4,340,119,0.09,8.3,24.10914364,Excellent
2939,Arcot,Kaniyanur,"12°48'00""","79°21'25""",02-01-2013,384.519457,14,20,27,345,9,277,111,0.66,8.8,70.68842048,Poor
2940,Walajahpet,Ayilam,"12°52'35""","79°15'45""",02-01-2013,384.519457,7,40,73,230,4,425,154,0.07,8.2,20.86511238,Excellent
2941,Arcot,Varagur,"12°48'40""","79°14'15""",02-01-2013,932,13,30,46,242,6,252,177,0.52,8.6,58.08728981,Poor
2942,Arcot,Pudupadi,"12°51'55""","79°22'25""",02-01-2013,723,4,32,88,110,5,301,57,0.83,8.35,81.5427707,Very poor
2943,Arcot,Damaraipakkam,"12°45'35""","79°18'35""",02-01-2013,675,6,26,55,150,2,245,61,0.32,8.4,38.84801275,Good
2944,Arcot,Varagurpattanam,"12°48'50""","79°14'50""",02-01-2013,574,3,26,98,46,3,177,56,0.27,8.4,37.28779426,Good
2945,Arcot,Kalavai,"12°46'10""","79°25'20""",02-01-2013,684,5,34,55,138,2,255,77,0.55,8.5,57.4336914,Poor
2946,Arcot,Timiri,"12°49'35""","79°18'30""",02-01-2013,982,3,36,26,299,4,376,97,0.54,8.5,56.77082906,Poor
2947,Arakkonam,Nagavedu,"13°02'20""","79°37'40""",01-07-2013,556,14,108,26.73,58,0.14,117,13,0.05,8.1,14.54162682,Excellent
2948,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-07-2013,562,9,34,51.03,104,0.1,170,33,0.8,8.6,76.12916366,Very poor
2949,Vellore,Guruvarajapalayam,"12°47'30""","78°52'48""",01-07-2013,679,9,72,36.45,115,16,156,37,0.9,8,88.64928534,Very poor
2950,Gudiyatham,Kommeswaram,"12°49'00""","78°44'10""",01-07-2013,384.519457,9,192,145.8,476,0.1,189.0329095,140,0.31,8.2,43.53883259,Good
2951,Katpadi,Vaduganthangal,"12°58'10""","79°04'10""",02-07-2013,897,8,160,43.74,115,0.1,326,31,0.4,7.7,41.1745171,Good
2952,Gudiyatham,Arumbaruthi,"12°58'05""","79°12'25""",02-07-2013,357,14,50,9.72,37,31,71,19,0.4,8.1,56.59235876,Poor
2953,Gudiyatham,Panamadangi,"13°01'30""","79°02'20""",02-07-2013,384.519457,44,140,63.18,175,0.1,269,44,0.85,8,80.02058949,Very poor
2954,Arakkonam,Banavaram,"13°00'30""","79°29'30""",03-07-2013,384.519457,4,176,43.74,166,0.1,404,53,1.21,7.7,104.3055231,Not suitable
2955,Walajahpet,Lalapettai,"12°59'80""","79°18'10""",04-07-2013,384.519457,40,168,75.33,293,2,440,51,0.8,8.1,79.08472849,Very poor
2956,Vellore,Pennathur,"12°50'40""","79°06'40""",04-07-2013,843,3,50,65.61,180,4,241,79,0.8,8,75.71745706,Very poor
2957,Vellore,Perumugai,"12°56'33""","79°11'49""",04-07-2013,270,3,42,30.375,14,0.1,50,36,0.3,8.5,35.0338606,Good
2958,Vellore,Usur,"12°51'54""","79°03'43""",04-07-2013,444,16,70,26.73,46,0.1,106,39,0.3,8.1,33.48214625,Good
2959,Vellore,Vallam,"12°45'15""","79°09'18""",04-07-2013,384.519457,54,80,52.24729367,319,2,189.0329095,127,0.5,8.1,53.73496601,Poor
2960,Vellore,Melvallam,"12°45'10""","79°09'10""",04-07-2013,417,5,58,27.945,48,8,82,55,1.1,7.8,97.59863767,Very poor
2961,Vellore,Usur,"12°51'50""","79°03'40""",04-07-2013,481,13,90,23.085,46,0.1,106,51,0.3,8.2,34.09458886,Good
2962,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",05-07-2013,626,8,78,26.73,124,0.1,149,30,0.6,8.4,58.6936527,Poor
2963,Walajahpet,Ozhugur,"12°58'40""","79°24'35""",05-07-2013,384.519457,21,168,121.5,347,0.1,189.0329095,48,1.68,7.9,146.7269923,Not suitable
2964,Walajahpet,Sholinghur,"13°06'50""","79°25'20""",05-07-2013,384.519457,28,140,92.34,311,22,496,47,0.5,8.3,67.9076561,Poor
2965,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",05-07-2013,384.519457,9,58.75113122,34.02,380,0.1,189.0329095,48,0.7,8,64.68134231,Poor
2966,Walajahpet,Ammoor,"12°58'30""","79°21'55""",05-07-2013,670,7,110,20.655,115,0.1,152,42,0.2,7.8,24.03423837,Excellent
2967,Vellore,Karadikudi,"12°50'38""","78°55'49""",05-07-2013,855,5,48,48.6,206,2,312,60,0.98,8.3,89.74583648,Very poor
2968,Vellore,Pinnathurai,"12°46'43""","78°56'11""",05-07-2013,384.519457,32,144,77.76,179,0.1,418,71,0.9,7.7,82.66469756,Very poor
2969,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",05-07-2013,807,25,112,49.815,101,0.1,227,63,0.3,7.8,34.18320502,Good
2970,Vellore,Poigai satyammangalam,"12°55'05""","79°03'00""",05-07-2013,791,28,80,53.46,127,0.1,227,32,0.2,8.2,28.70528752,Good
2971,Gudiyatham,Nellorepet,"12°56'25""","78°41'05""",05-07-2013,384.519457,37,44,97.2,253,5.964226244,189.0329095,77,0.1,8.4,27.57228873,Good
2972,Gudiyatham,Valathur,"12°52'50""","78°49'45""",05-07-2013,741,22,86,59.535,87,0.1,266,53,0.7,8.2,67.74484707,Poor
2973,Gudiyatham,Erukkampattu,"12°56'50""","78°41'05""",05-07-2013,384.519457,16,168,109.35,258,0.1,189.0329095,68,0.7,8.1,70.76998209,Poor
2974,Arakkonam,Mosur,"13°05'02""","79°43'10""",06-07-2013,384.519457,13,36,43.74,186.7503982,18,189.0329095,24,0.3,8.5,46.2207306,Good
2975,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",06-07-2013,384.519457,7,108,34.02,235,16,298,42,0.3,8.3,44.43917992,Good
2976,Arakkonam,Valarpuram,"13°10'05""","79°40'40""",06-07-2013,384.519457,22,108,46.17,210,2,284,48,0.8,8.4,77.52180572,Very poor
2977,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",06-07-2013,384.519457,65,100,55.89,394,38,376,30,2.5,7.9,228.6093764,Not suitable
2978,Arcot,Kalavai,"12°46'00""","79°23'05""",08-07-2013,894,5,62,35.235,239,0.1,234,31,0.4,8.6,44.87866746,Good
2979,Arcot,Pudupadi,"12°51'55""","79°22'25""",08-07-2013,384.519457,10,58.75113122,52.24729367,354,0.1,189.0329095,84,0.35,7.4,34.7915648,Good
2980,Arcot,Melapalandai,"12°39'30""","79°23'42""",09-07-2013,384.519457,38,100,70.47,483,0.1,189.0329095,60,0.6,8.1,61.30714686,Poor
2981,Arcot,Varagur,"12°48'40""","79°14'15""",09-07-2013,954,5,64,106.92,150,0.1,277,53,1.29,8,114.1104117,Not suitable
2982,Arcot,Varagurpattanam,"12°48'50""","79°14'50""",09-07-2013,384.519457,37,156,60.75,243,5.964226244,390,53,0.98,7.9,92.81071621,Very poor
2983,Walajapet,Ranipet E.b,"12°55'25""","79°19'58""",02-01-2014,384.519457,23,116,68.04,265,5.964226244,189.0329095,104,0.22,8.1,34.08593746,Good
2984,Walajapet,Lalapet,"12°59'52""","79°18'11""",02-01-2014,384.519457,39,80.8,100.845,283,1,414,139,0.7,8.1,70.93176182,Poor
2985,Walajapet,Sholingur G.h,"13°06'25""","79°25'26""",02-01-2014,876,24,88.8,57.105,138,0.1,275,80,0.51,8.1,52.54278042,Poor
2986,Walajapet,Sholingur School,"13°06'52""","79°25'20""",02-01-2014,384.519457,47,66,25.515,416,25,468,168,0.15,8.6,40.73824631,Good
2987,Walajapet,Olugur,"12°58'45""","79°24'24""",02-01-2014,384.519457,27,74,65.61,391,23,189.0329095,150,0.69,8.5,82.04067006,Very poor
2988,Arakkonam,Vellore Pet,"13°09'06""","79°41'08""",02-01-2014,384.519457,12,120,20.655,265,5.964226244,410,48,0.26,8.7,38.2203631,Good
2989,Arakkonam,Valapuram,"13°09'56""","79°40'20""",02-01-2014,384.519457,20,86,30.375,253,9,294,79,0.53,8.7,61.07898018,Poor
2990,Arakkonam,Gudalur,"13°05'23""","79°30'58""",02-01-2014,698,14,44,31.59,168,0.1,161,57,0.38,8.2,40.54190435,Good
2991,Walajapet,Olugur,,,02-01-2014,647,5,74,49.815,92,3,191,101,0.11,8.5,23.89660349,Excellent
2992,Vellore,P.s.mangalam,"12°55'05""","79°03'00""",03-01-2014,384.519457,35,164,52.24729367,322,5.964226244,189.0329095,173,0.15,8,28.55603252,Good
2993,Vellore,Vellore,"12°55'31""","79°10'43""",03-01-2014,384.519457,11,72,40.095,322,26,189.0329095,82,0.49,8.4,65.2923429,Poor
2994,Walajapet,Kilkuppam,"12°42'39""","79°15'26""",03-01-2014,595,5,40,21.87,115,5.964226244,213,63,0.61,8.6,63.06952758,Poor
2995,Arakkonam,Mosur,"13°05'01""","79°43'10""",03-01-2014,384.519457,10,116,36.45,455,5.964226244,397,76,0.26,8.9,40.52382501,Good
2996,Arakkonam,Kilveeranam,"12°58'50""","79°28'24""",03-01-2014,384.519457,5,94,37.665,269,0.1,425,98,0.43,8.3,46.19198563,Good
2997,Arakkonam,Banavaram,"13°01'04""","79°28'38""",03-01-2014,384.519457,6,86,76.545,207,5,450,104,0.66,8.3,68.5884599,Poor
2998,Arakkonam,Kaveripakkam,"12°54'26""","79°27'43""",03-01-2014,384.519457,7,73.2,5.346,391,5.964226244,189.0329095,105,0.72,8.5,71.19985196,Poor
2999,Arakkonam,Sendamangalm,"12°59'13""","79°40'39""",03-01-2014,787,13,38,31.59,219,0.1,246,68,0.49,8.6,51.66457889,Poor
3000,Vellore,P.s Mangalam,,,03-01-2014,384.519457,12,60,37.665,368,5.964226244,468,115,0.28,8.2,37.15498631,Good
3001,Vellore,Melvallam,"12°45'10""","79°09'10""",04-01-2014,711,13,72,92.34,113,1,145,122,0.58,8.1,59.44832174,Poor
3002,Vellore,Usoor,"12°51'54""","79°03'43""",04-01-2014,384.519457,11,190,69.255,317,22,189.0329095,154,0.63,8,74.82538431,Poor
3003,Vellore,Usoor,"12°51'50""","79°03'40""",04-01-2014,980,8,92,48.6,198,0.1,337,96,1.02,8.4,93.27437528,Very poor
3004,Vellore,Penathur,"12°50'40""","79°06'40""",04-01-2014,384.519457,18,94,24.3,248,3,319,149,0.2,7.8,26.53461858,Good
3005,Vellore,Permugai,"12°56'33""","79°11'49""",04-01-2014,281,11,38,24.3,28,0.1,43,21,0.4,8.3,41.52637371,Good
3006,Arcot,Arcot P.s,"12°54'06""","79°19'21""",04-01-2014,384.519457,7,67.2,69.984,253,21,390,91,0.37,8.4,54.7193871,Poor
3007,Arcot,Kalavai,"12°46'00""","79°23'05""",04-01-2014,712,7,105.2,41.796,97,0.1,235,47,0.33,8.3,38.31270008,Good
3008,Arcot,Kalavai,"12°46'10""","79°25'20""",04-01-2014,384.519457,7,131.6,12.393,281,5,454,71,0.67,8.3,66.80651313,Poor
3009,Arcot,Pudupadi,"12°51'55""","79°22'55""",04-01-2014,384.519457,9,58.75113122,52.24729367,338,0.1,189.0329095,195,0.48,8,48.66428102,Good
3010,Vellore,Kilvallam,,,04-01-2014,384.519457,64,76,89.91,186.7503982,9,189.0329095,144,0.46,8.1,56.45534381,Poor
3011,Vellore,Karadikudi,"12°50'38""","78°55'49""",06-01-2014,196,1,36,17.01,14,0.1,44,14,0.51,8.2,48.61799935,Good
3012,Katpadi,K.v.kuppam,"12°57'10""","78°59'20""",06-01-2014,384.519457,5,57.6,111.78,175,0.1,340,177,0.54,8.5,59.14004853,Poor
3013,Katpadi,Vinnampalli,"13°01'45""","79°14'00""",06-01-2014,384.519457,11,76,72.9,196,29,372,108,0.2,8.3,45.52896391,Good
3014,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",06-01-2014,424,15,56.8,35.721,30,16,88,31,0.29,8.6,44.51420536,Good
3015,Katpadi,Vaduganthagal,"12°58'10""","79°04'10""",06-01-2014,384.519457,10,58.75113122,47.385,150,0.1,479,89,0.36,8.2,40.16870876,Good
3016,Katpadi,Panamadangi,"13°01'30""","79°02'20""",06-01-2014,685,26,38,61.965,113,5,160,72,0.59,8.5,63.2132173,Poor
3017,Arcot,Melapalanthai,"12°39'30""","79°23'42""",06-01-2014,384.519457,19,76.8,43.74,253,0.1,326,75,0.73,8.1,68.72736556,Poor
3018,Arcot,Valavanur,"12°48'00""","79°30'00""",06-01-2014,384.519457,5,70.4,59.535,258,2,454,121,0.5,8.1,52.30004152,Poor
3019,Arcot,Varagur Pudur,"12°42'30""","79°12'30""",06-01-2014,940,4,74.4,95.985,154,0.1,235,119,0.85,8.2,80.70447612,Very poor
3020,Katpadi,Katpadi,,,06-01-2014,384.519457,14,152,106.92,186.7503982,36,189.0329095,132,0.49,8.3,74.58362722,Poor
3021,Arcot,Varagoor Pattinam,,,06-01-2014,384.519457,38,83.2,60.75,253,21,331,114,0.44,8.2,59.83863312,Poor
3022,Gudiyatham,Nellorepet(east),"12°56'25""","78°41'05""",07-01-2014,664,2,26.8,17.01,219,3,162,82,0.96,8.7,88.93763793,Very poor
