,vellore,Latitude,Longitude,Date,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
1779,,"12°56'40""","78°52'10""",15-11-2014,713,14,30,38,173,9,174,41,0.56,8,58.27129013,Poor
1780,,"12°58'05""","79°12'25""",16-11-2014,539,5,28,55,97,5,142,49,0.71,7.7,66.225298,Poor
1781,,"13°01'30""","79°02'20""",17-11-2014,562,7,52,35,115,7,71,16,0.84,7.8,77.29944184,Very poor
1782,,"12°58'10""","79°04'10""",18-11-2014,384.519457,32,136,105,207,9,189.0329095,108,0.35,7.7,45.8273497,Good
1783,,"13°01'45""","79°14'00""",19-11-2014,900,24,116,27,173,19,202,37,0.53,7.9,61.81839519,Poor
1784,,"13°00'30""","79°29'30""",20-11-2014,629,4,42,27,156,4,92,80,1.24,7.5,104.5147792,Not suitable
1785,,"12°58'10""","79°04'10""",21-11-2014,384.519457,7,62,51,311,11,277,15,0.57,7.9,60.6205643,Poor
1786,,"12°59'45""","78°54'40""",22-11-2014,600,10,30,56,122,3,78,14,1.5,7.7,126.7872447,Not suitable
1787,,"13°01'50""","78°10'48""",23-11-2014,204,13.17692308,28,11,35,5,18,6,0.66,7.9,61.14367166,Poor
1788,,"12°47'30""","78°52'48""",24-11-2014,384.519457,30,64,124,150,7,461,134,0.35,7.7,44.92808231,Good
1789,,"12°55'05""","79°03'00""",25-11-2014,384.519457,8,136,58,299,5.964226244,189.0329095,158,0.31,7.7,37.97531148,Good
1790,,"12°47'35""","78°53'00""",26-11-2014,698,7,64,61,104,11,131,67,0.93,7.6,86.92772768,Very poor
1791,,"12°54'05""","78°56'30""",27-11-2014,384.519457,41,144,52.24729367,186.7503982,7,189.0329095,278,2.2,7.3,184.1252734,Not suitable
1792,,"12°56'33""","79°11'49""",28-11-2014,384.519457,26,92,63,202,7,227,197,0.66,7.4,64.18528009,Poor
1793,,"12°50'38""","78°55'49""",29-11-2014,384.519457,16,88,95,253,5,298,182,2.2,7.7,186.0822331,Not suitable
1794,,"12°51'54""","79°03'43""",30-11-2014,384.519457,46,104,112,460,16,189.0329095,221,1,7.5,100.0631266,Not suitable
1795,,"12°55'05""","79°03'00""",01-12-2014,384.519457,22,144,78,322,5.964226244,189.0329095,185,0.28,8.1,39.85393827,Good
1796,,"12°42'17""","78°48'58""",02-12-2014,384.519457,27,84,68,253,7,213,103,1.84,7.8,158.5143464,Not suitable
1797,,"12°45'10""","79°09'10""",03-12-2014,915,16,78,83,138,5,220,113,0.71,7.8,69.79391825,Poor
1798,,"12°51'50""","79°03'40""",04-12-2014,384.519457,10,44,97,299,4,461,197,1.76,8,152.7344511,Not suitable
1799,,"12°50'40""","79°06'40""",05-12-2014,384.519457,38,58.75113122,146,104,6,189.0329095,274,0.4,8,51.27146782,Poor
1800,,"12°45'15""","79°09'18""",06-12-2014,384.519457,71,60,52.24729367,299,10,189.0329095,226,0.62,7.6,64.82935776,Poor
1801,,"12°55'05""","79°03'00""",07-12-2014,384.519457,1,148,68,230,19,248,121.0057919,0.626930769,8.1,72.39959788,Poor
1802,,"12°51'50""","79°03'40""",08-12-2014,384.519457,6,14,83,311,5,390,235,0.626930769,8.5,66.90713636,Poor
1803,,"12°54'05""","78°56'30""",09-12-2014,384.519457,69,120,52.24729367,186.7503982,6,189.0329095,269,0.626930769,7.9,65.63932932,Poor
1804,,"12°56'33""","79°11'49""",10-12-2014,384.519457,25,48,61,230,5,262,216,0.626930769,8.3,65.40007954,Poor
1805,,"12°50'38""","78°55'49""",11-12-2014,384.519457,25,28,85,299,5,319,182,0.626930769,8.6,68.34990164,Poor
1806,,"12°51'54""","79°03'43""",12-12-2014,384.519457,29,28,83,391,7,383,206,0.626930769,8.3,67.94592997,Poor
1807,,"12°55'05""","79°03'00""",13-12-2014,384.519457,8,56,68,334,5.964226244,189.0329095,187,0.626930769,8.4,66.41771848,Poor
1808,,"12°47'30""","78°52'48""",14-12-2014,384.519457,22,68,85,322,7,355,134,0.626930769,8.1,66.83293813,Poor
1809,,"12°51'55""","79°22'25""",15-12-2014,846,2,60,52,173,11,298,130,0.626930769,7.8,64.35045584,Poor
1810,,"12°45'10""","79°09'10""",16-12-2014,816,11,52,75,138,5,206,115,0.626930769,8.3,65.37214407,Poor
1811,,"12°45'35""","79°18'35""",17-12-2014,384.519457,27,108,100,138,5,362,118,0.626930769,7.7,64.46184245,Poor
1812,,"12°48'50""","79°14'50""",18-12-2014,709,19,44,60,127,3,124,68,0.626930769,7.9,61.04137393,Poor
1813,,"12°46'10""","79°25'20""",19-12-2014,384.519457,6,76,124,253,4,189.0329095,125,0.626930769,7.8,64.5463736,Poor
1814,,"12°50'40""","79°06'40""",20-12-2014,384.519457,21,96,52.24729367,219,9,189.0329095,226,0.626930769,7.8,64.47016427,Poor
1815,,"12°47'35""","78°53'00""",21-12-2014,622,8,16,72,104,11,160,53,0.626930769,8.6,69.39375013,Poor
1816,,"12°45'15""","79°09'18""",22-12-2014,384.519457,65,64,52.24729367,368,7,189.0329095,259,0.626930769,8.5,69.24806658,Poor
1817,,"12°42'17""","78°48'58""",23-12-2014,384.519457,14,72,80,311,5,248,96,0.626930769,8.2,65.63798065,Poor
1818,,"12°46'00""","79°23'05""",24-12-2014,384.519457,31,160,71,334,4,189.0329095,173,0.626930769,7.2,60.49245107,Poor
1819,,"12°48'00""","79°21'25""",25-12-2014,384.519457,6,60,19,449,7,355,154,0.626930769,7.5,59.30439058,Poor
1820,,"12°45'25""","79°18'35""",26-12-2014,384.519457,30,92,46,299,23,277,125,0.626930769,7.9,72.71527172,Poor
1821,,"12°48'40""","79°14'15""",27-12-2014,347,8,48,17,51,11,32,6,0.626930769,7.8,61.68411143,Poor
1822,,"12°59'80""","79°18'10""",28-12-2014,774,16,66,41,161,3,145,58,0.626930769,7.8,59.73220709,Poor
1823,,"13°02'45""","79°24'10""",29-12-2014,978,15,128,32,184,4,262,103,0.626930769,7.9,61.55812961,Poor
1824,,"12°58'05""","79°12'25""",30-12-2014,384.519457,26,136,24,186.7503982,2,189.0329095,274,0.626930769,7.3,56.93251476,Poor
1825,,"12°53'35""","79°22'15""",31-12-2014,782,2,108,21,159,7,245,50,0.626930769,8,62.22902429,Poor
1826,,"12°58'40""","79°24'35""",01-01-2015,384.519457,34,104,92,460,5.964226244,189.0329095,269,0.626930769,8.1,67.8668104,Poor
1827,,"13°06'50""","79°25'20""",02-01-2015,384.519457,12,60,71,472,6,189.0329095,317,0.626930769,7.8,63.61230308,Poor
1828,,"13°03'15""","79°20'00""",03-01-2015,384.519457,38,48,83,322,6,284,130,0.626930769,8,65.82263046,Poor
1829,,"12°58'00""","79°03'00""",04-01-2015,710,15,60,19,179,4,117,51,0.626930769,7.5,57.14981957,Poor
1830,,"12°58'05""","79°12'25""",05-01-2015,384.519457,27,88,32,186.7503982,4,189.0329095,245,0.626930769,7.7,60.19686407,Poor
1831,,"13°06'25""","79°25'25""",06-01-2015,384.519457,16,88,36,290,4,262,96,0.626930769,7.7,60.04158245,Poor
1832,,"12°57'30""","79°17'00""",07-01-2015,384.519457,25,64,66,214,5.964226244,298,154,0.626930769,7.4,60.828974,Poor
1833,,"12°55'00""","79°12'00""",08-01-2015,775,4,58,36,175,4,287,84,0.626930769,7.7,59.07629483,Poor
1834,,"12°52'27""","79°23'50""",09-01-2015,553,4,54,26,115,5,135,51,0.626930769,7.4,56.78657957,Poor
1835,,"13°10'05""","79°40'40""",10-01-2015,384.519457,34,192,52.24729367,186.7503982,20,189.0329095,432,0.626930769,7.2,68.83532377,Poor
1836,,"12°53'35""","79°22'15""",11-01-2015,940,15,74,46,207,8,206,77,0.626930769,7.8,63.01045249,Poor
1837,,"13°05'20""","79°31'00""",12-01-2015,532,4,30,34,122,3,142,49,0.626930769,7.7,57.63193685,Poor
1838,,"12°57'40""","79°32'05""",13-01-2015,384.519457,12,88,39,357,4,461,149,0.626930769,7.4,58.67396907,Poor
1839,,"13°02'20""","79°37'40""",14-01-2015,384.519457,58,96,131,186.7503982,12,189.0329095,379,0.626930769,7.2,68.10985608,Poor
1840,,"12°59'35""","78°44'45""",15-01-2015,452,13.17692308,46,26,92,4,57,22,0.626930769,7.8,58.70984631,Poor
1841,,"12°57'20""","78°47'05""",16-01-2015,636,16,46,36,138,4,89,36,0.626930769,8,60.76488049,Poor
1842,,"12°49'00""","78°44'10""",17-01-2015,384.519457,4,120,119,207,4,489,168,0.626930769,7.5,63.3395088,Poor
1843,,"13°00'30""","79°29'30""",18-01-2015,716,5,34,35,196,3,145,55,0.626930769,7.8,58.60161101,Poor
1844,,"13°08'56""","79°42'17""",19-01-2015,384.519457,25,68,63,403,5.964226244,425,216,0.626930769,7.3,60.74070483,Poor
1845,,"13°08'29""","79°36'40""",20-01-2015,384.519457,27,58.75113122,80,437,7,189.0329095,336,0.626930769,7.3,62.08953122,Poor
1846,,"13°11'19""","79°39'18""",21-01-2015,318,13.17692308,30,1,92,4,43,17,0.626930769,7.7,56.51566928,Poor
1847,,"13°01'30""","79°02'20""",22-01-2015,531,5,34,33,127,4,57,34,0.626930769,7.8,58.70411841,Poor
1848,,"12°58'10""","79°04'10""",23-01-2015,982,8,88,71,179,8,184,115,0.626930769,7.3,61.17193584,Poor
1849,,"13°01'45""","79°14'00""",24-01-2015,384.519457,25,144,34,207,13,248,89,0.626930769,7.7,65.72860428,Poor
1850,,"13°00'30""","79°29'30""",25-01-2015,384.519457,43,124,54,460,5,411,235,0.626930769,7.7,63.78160319,Poor
1851,,"12°58'10""","79°04'10""",26-01-2015,384.519457,6,92,134,242,11,333,86,0.626930769,7.9,69.77348602,Poor
1852,,"12°59'45""","78°54'40""",27-01-2015,752,9,34,66,161,4,96,74,0.626930769,7.5,58.98438771,Poor
1853,,"12°47'30""","78°52'48""",28-01-2015,384.519457,12,40,107,173,9,404,118,0.46,8.2,55.65690897,Poor
1854,,"12°55'05""","79°03'00""",29-01-2015,384.519457,2,148,46,184,14,269,418,0.32,7.9,43.9063267,Good
1855,,"12°51'55""","79°22'25""",30-01-2015,384.519457,20,172,119,483,4,189.0329095,298,0.32,7.8,42.99878243,Good
1856,,"12°45'35""","79°18'35""",31-01-2015,818,22,94,60,115,4,227,77,0.33,7.4,36.39908367,Good
1857,,"12°48'50""","79°14'50""",01-02-2015,545,3,40,36,115,4,82,53,0.57,8.2,56.91986178,Poor
1858,,"12°46'10""","79°25'20""",02-02-2015,384.519457,5,120,143,242,5,189.0329095,120,0.34,7.7,43.68815696,Good
1859,,"12°56'33""","79°11'49""",03-02-2015,384.519457,11,24,66,322,8,284,216,1.08,8.1,100.6308283,Not suitable
1860,,"12°50'38""","78°55'49""",04-02-2015,384.519457,9,20,112,322,10,355,134,2.42,8,207.5242484,Not suitable
1861,,"12°55'05""","79°03'00""",05-02-2015,384.519457,14,24,78,428,5.964226244,189.0329095,154,0.95,7.8,88.32050068,Very poor
1862,,"12°42'17""","78°48'58""",06-02-2015,907,9,24,85,193,32,184,11,2.23,8.1,203.4025969,Not suitable
1863,,"12°39'30""","79°23'42""",07-02-2015,283,1,44,17,35,4,78,18,0.41,8.2,43.17389145,Good
1864,,"12°48'00""","79°21'25""",08-02-2015,384.519457,7,72,44,322,10,298,72,1.47,7.2,125.7139387,Not suitable
1865,,"12°45'25""","79°18'35""",09-02-2015,863,25,50,62,161,24,199,43,0.38,7.5,51.32491023,Poor
1866,,"12°59'80""","79°18'10""",10-02-2015,384.519457,10,48,97,230,7,248,137,0.54,7.6,56.60017661,Poor
1867,,"13°02'45""","79°24'10""",11-02-2015,825,13,82,56,133,5,255,108,0.33,7.6,37.5603428,Good
1868,,"12°58'05""","79°12'25""",12-02-2015,384.519457,25,120,36,437,5,189.0329095,187,0.49,7.4,49.22750682,Good
1869,,"12°53'35""","79°22'15""",13-02-2015,384.519457,4,108,73,391,4,189.0329095,254,0.35,7.7,40.59038706,Good
1870,,"12°45'10""","79°09'10""",14-02-2015,980,12,52,100,150,7,284,175,0.55,8,60.23890081,Poor
1871,,"13°06'50""","79°25'20""",15-02-2015,384.519457,41,140,73,242,5,312,132,0.38,7.9,46.2203284,Good
1872,,"13°03'15""","79°20'00""",16-02-2015,972,21,60,66,202,2,291,84,0.32,7.5,35.2614079,Good
1873,,"12°51'50""","79°03'40""",17-02-2015,384.519457,13,60,102,294,6,390,245,0.92,8,89.06134968,Very poor
1874,,"12°50'40""","79°06'40""",18-02-2015,384.519457,13,28,52.24729367,460,40,189.0329095,62,1.08,7.8,115.412551,Not suitable
1875,,"12°58'00""","79°03'00""",19-02-2015,384.519457,10,84,102,235,8,277,132,0.52,7.7,56.9897897,Poor
1876,,"12°58'05""","79°12'25""",20-02-2015,604,2,48,18,147,8,206,68,0.53,8,54.14663263,Poor
1877,,"12°45'15""","79°09'18""",21-02-2015,384.519457,63,20,52.24729367,354,10,189.0329095,144,0.89,8.1,87.99570618,Very poor
1878,,"13°06'25""","79°25'25""",22-02-2015,384.519457,10,184,71,460,7,189.0329095,350,0.4,7.7,47.5599193,Good
1879,,"12°57'30""","79°17'00""",23-02-2015,384.519457,45,128,80,179,5.964226244,333,77,0.47,7.8,53.29900441,Poor
1880,,"12°55'00""","79°12'00""",24-02-2015,634,2,42,32,150,7,206,66,0.45,8.1,48.64998989,Good
1881,,"13°02'20""","79°22'05""",25-02-2015,196,4,44,6,12,13,18,12,0.41,7.5,43.15391954,Good
1882,,"12°59'40""","79°25'28""",26-02-2015,384.519457,60,58.75113122,54,377,5.964226244,189.0329095,206,0.48,7.9,53.3637721,Poor
1883,,"12°52'27""","79°23'50""",27-02-2015,384.519457,25,124,80,299,15,432,173,0.67,7.8,73.41495074,Poor
1884,,"13°01'30""","79°02'20""",28-02-2015,550,2,32,52,104,7,60,42,1.16,7.8,102.5998084,Not suitable
1885,,"12°58'10""","79°04'10""",01-03-2015,384.519457,7,72,56,242,11,319,185,1.34,7.6,119.252395,Not suitable
1886,,"13°01'45""","79°14'00""",02-03-2015,384.519457,26,58,61,209,26,312,115,0.39,7.6,54.0868929,Poor
1887,,"13°00'30""","79°29'30""",03-03-2015,584,6,14,30,161,7,117,76,1.53,8.2,132.8232687,Not suitable
1888,,"12°53'35""","79°22'15""",04-03-2015,384.519457,1,32,39,322,8,277,158,1.67,8.1,144.7419957,Not suitable
1889,,"12°59'35""","78°44'45""",05-03-2015,423,13.17692308,28,33,87,6,57,35,1.05,7.9,93.41686748,Very poor
1890,,"12°57'20""","78°47'05""",06-03-2015,423,5,26,18,115,7,35,17,2.02,8.2,170.1018252,Not suitable
1891,,"12°49'00""","78°44'10""",07-03-2015,384.519457,14,148,52.24729367,253,8,189.0329095,173,1.32,7.7,117.6528099,Not suitable
1892,,"12°56'40""","78°52'10""",08-03-2015,384.519457,1,32,34,345,7,262,202,1.15,8.1,103.5976286,Not suitable
1893,,"13°10'05""","79°40'40""",09-03-2015,384.519457,1,80,97,138,10,404,202,0.59,7.8,63.5417883,Poor
1894,,"13°05'20""","79°31'00""",10-03-2015,635,2,28,36,156,9,248,61,0.62,8.1,63.0210204,Poor
1895,,"12°57'40""","79°32'05""",11-03-2015,384.519457,14,136,114,173,4,189.0329095,127,0.06,7.7,20.31300575,Excellent
1896,,"13°02'20""","79°37'40""",12-03-2015,734,30,48,61,110,5,213,88,0.15,8,26.28746285,Good
1897,,"13°00'30""","79°29'30""",13-03-2015,941,9,92,73,133,5,411,132,0.33,7.8,39.91377619,Good
1898,,"13°05'02""","79°43'10""",14-03-2015,384.519457,5,64,85,184,4,482,122,0.72,8,71.00354771,Poor
1899,,"13°08'56""","79°42'17""",15-03-2015,384.519457,28,24,68,244,5.964226244,284,108,0.42,8.6,51.69092084,Poor
1900,,"13°08'29""","79°36'40""",16-03-2015,384.519457,4,58.75113122,112,92,19,189.0329095,94,0.93,8.3,97.96753625,Very poor
1901,,"12°29'00""","78°34'20""",17-03-2015,821,3,20,26,230,34,248,91,0.42,8.3,61.84643163,Poor
1902,,"12°47'30""","78°52'48""",18-03-2015,930,14,52,63,202,7,177,77,0.626930769,8.3,66.01002931,Poor
1903,,"12°55'05""","79°03'00""",19-03-2015,892,4,12,34,288,3,184,77,0.626930769,9.1,66.45288959,Poor
1904,,"12°59'35""","78°44'45""",20-03-2015,359,2,14,33,71,5,57,36,0.626930769,8.7,64.18271905,Poor
1905,,"12°57'20""","78°47'05""",21-03-2015,572,15,10,45,120,9,99,86,0.626930769,8.6,67.09065713,Poor
1906,,"12°49'00""","78°44'10""",22-03-2015,526,4,18,71,64,5,138,103,0.626930769,8.4,64.69845475,Poor
1907,,"12°47'35""","78°53'00""",23-03-2015,384.519457,24,76,109,189,15,248,106,0.626930769,8.4,73.97968666,Poor
1908,,"12°53'20""","78°46'00""",24-03-2015,384.519457,64,160,148,202,13,189.0329095,187,0.626930769,8,75.25714998,Very poor
1909,,"12°59'45""","78°54'40""",25-03-2015,384.519457,6,40,105,242,36,248,139,0.626930769,8.2,82.85901094,Very poor
1910,,"13°01'50""","78°10'48""",26-03-2015,384.519457,40,36,105,232,8,376,216,0.626930769,8.3,69.85735538,Poor
1911,,"12°50'38""","78°55'49""",27-03-2015,384.519457,39,80,52.24729367,432,7,189.0329095,293,0.626930769,8.4,68.0381303,Poor
1912,,"12°46'43""","78°56'11""",28-03-2015,384.519457,42,120,66,271,13,298,86,0.626930769,8.6,73.38023459,Poor
1913,,"12°55'05""","79°03'00""",29-03-2015,384.519457,42,140,24,437,5.964226244,189.0329095,187,0.626930769,8.9,69.85358948,Poor
1914,,"12°42'17""","78°48'58""",30-03-2015,866,2,40,56,200,21,142,106,0.626930769,8.7,74.99872257,Poor
1915,,"12°45'10""","79°09'10""",31-03-2015,277,5,22,26,44,5,18,12,0.626930769,8.6,63.27180996,Poor
1916,,"12°51'50""","79°03'40""",01-04-2015,384.519457,81,48,126,483,5.964226244,189.0329095,317,0.626930769,8.7,74.43939226,Poor
1917,,"12°50'40""","79°06'40""",02-04-2015,384.519457,58,58.75113122,52.24729367,212,8,189.0329095,442,0.626930769,8.1,66.98827024,Poor
1918,,"12°51'54""","79°03'43""",03-04-2015,384.519457,96,48,141,186.7503982,5.964226244,189.0329095,394,0.626930769,8.3,72.89713739,Poor
1919,,"12°47'26""","79°05'09""",04-04-2015,384.519457,13,28,85,265,4,376,202,0.626930769,8.7,67.99487075,Poor
1920,,"12°45'15""","79°09'18""",05-04-2015,384.519457,41,44,52.24729367,299,10,189.0329095,235,0.626930769,8,66.44881156,Poor
1921,,"12°59'80""","79°18'10""",06-04-2015,705,26,18,43,163,7,174,82,0.626930769,8.8,67.87186976,Poor
1922,,"13°02'45""","79°24'10""",07-04-2015,811,16,12,88,145,4,280,120,0.626930769,8.5,66.47688478,Poor
1923,,"12°58'05""","79°12'25""",08-04-2015,620,1,26,29,166,11,209,53,0.626930769,8.8,68.43460097,Poor
1924,,"12°51'55""","79°22'25""",09-04-2015,437,4,26,24,106,3,96,43,0.626930769,8.8,63.64038056,Poor
1925,,"12°53'35""","79°22'15""",10-04-2015,384.519457,5,72,52.24729367,428,4,189.0329095,326,0.626930769,8.2,63.825264,Poor
1926,,"12°45'35""","79°18'35""",11-04-2015,949,29,24,75,191,5,340,149,0.626930769,8.4,66.65028708,Poor
1927,,"12°48'50""","79°14'50""",12-04-2015,750,18,30,50,170,2,234,72,0.626930769,8.7,64.86993346,Poor
1928,,"13°01'30""","79°02'20""",13-04-2015,394,3,12,44,74,6,67,38,0.626930769,8.9,66.55600258,Poor
1929,,"12°58'10""","79°04'10""",14-04-2015,583,7,34,51,101,7,184,83,0.626930769,8.4,65.19387692,Poor
1930,,"12°58'40""","79°24'35""",15-04-2015,384.519457,50,60,88,209,35,340,144,0.626930769,8.7,86.51170408,Very poor
1931,,"13°06'50""","79°25'20""",16-04-2015,177,2,20,12,30,3,21,10,0.626930769,9,63.70508026,Poor
1932,,"13°01'45""","79°14'00""",17-04-2015,601,8,18,52,127,2,142,82,0.626930769,8.8,64.80475309,Poor
1933,,"12°46'10""","79°25'20""",18-04-2015,875,9,16,97,166,2,390,88,0.626930769,8.5,65.79768916,Poor
1934,,"12°58'00""","79°03'00""",19-04-2015,839,54,30,34,182,9,167,156,0.626930769,8.3,66.86186791,Poor
1935,,"12°58'05""","79°12'25""",20-04-2015,677,1,22,35,179,11,223,72,0.626930769,8.8,68.78035064,Poor
1936,,"12°58'10""","79°04'10""",21-04-2015,384.519457,41,24,58,322,11,397,242,0.626930769,8.3,69.15483403,Poor
1937,,"13°07'50""","79°15'35""",22-04-2015,612,1,14,44,163,3,138,45,0.626930769,8.9,65.22675144,Poor
1938,,"13°06'25""","79°25'25""",23-04-2015,825,16,48,74,140,4,280,96,0.626930769,8.3,64.98617277,Poor
1939,,"12°57'30""","79°17'00""",24-04-2015,944,31,36,71,156,5.964226244,156,96,0.626930769,8.5,67.43531819,Poor
1940,,"12°55'00""","79°12'00""",25-04-2015,914,21,28,73,196,4,277,115,0.626930769,8.6,66.84206323,Poor
1941,,"12°52'27""","79°23'50""",26-04-2015,314,5,26,18,62,5,46,40,0.626930769,8.5,62.42729492,Poor
1942,,"12°48'00""","79°17'00""",27-04-2015,871,10,42,52,163,5.964226244,99,86,0.626930769,8.9,68.07093324,Poor
1943,,"12°56'33""","79°11'49""",28-04-2015,363,2,24,21,83,4,78,35,0.626930769,8.6,62.59796979,Poor
1944,,"12°39'30""","79°23'42""",29-04-2015,376,6,32,27,64,11,53,35,0.626930769,8.7,67.49961727,Poor
1945,,"12°46'00""","79°23'05""",30-04-2015,384.519457,67,56,134,311,6,489,226,0.626930769,8.1,70.68403807,Poor
1946,,"12°48'00""","79°21'25""",01-05-2015,384.519457,12,24,44,359,10,333,154,0.626930769,8.5,67.85054197,Poor
1947,,"12°45'25""","79°18'35""",02-05-2015,384.519457,43,32,71,248,5.964226244,340,144,0.626930769,8.4,67.53935329,Poor
1948,,"12°52'35""","79°15'45""",03-05-2015,489,19,24,43,83,4,117,52,0.626930769,8.5,63.89565933,Poor
1949,,"12°48'40""","79°14'15""",04-05-2015,303,4,34,19,46,18,39,2,0.626930769,8.7,70.68965218,Poor
1950,,"13°10'05""","79°40'40""",05-05-2015,384.519457,49,58.75113122,52.24729367,186.7503982,18,189.0329095,144,0.626930769,7.9,70.31072969,Poor
1951,,"13°05'20""","79°31'00""",06-05-2015,251,4,24,41,7,2,71,31,0.626930769,8.7,63.04398993,Poor
1952,,"12°57'40""","79°32'05""",07-05-2015,384.519457,49,36,119,322,5.964226244,189.0329095,197,0.626930769,8.4,70.35212759,Poor
1953,,"13°02'20""","79°37'40""",08-05-2015,236,7,20,32,18,4,43,12,0.626930769,8.7,63.66973466,Poor
1954,,"13°00'30""","79°29'30""",09-05-2015,384.519457,3,58.75113122,52.24729367,186.7503982,2,189.0329095,121.0057919,0.626930769,8.8,65.35697504,Poor
1955,,"12°59'51""","79°28'25""",10-05-2015,901,8,28,46,228,25,362,82,0.626930769,8.6,76.39681207,Very poor
1956,,"13°05'02""","79°43'10""",11-05-2015,653,3,10,13,276,7,128,82,0.626930769,9.2,67.90867771,Poor
1957,,"13°02'23""","79°40'06""",12-05-2015,384.519457,25,32,34,460,4,326,125,0.626930769,9,67.8938845,Poor
1958,,"13°08'56""","79°42'17""",13-05-2015,384.519457,121,16,92,186.7503982,5.964226244,189.0329095,427,0.626930769,9,75.19535577,Very poor
1959,,"13°08'29""","79°36'40""",14-05-2015,384.519457,70,24,52.24729367,472,5.964226244,189.0329095,374,0.626930769,8,65.6590132,Poor
1960,,"13°11'19""","79°39'18""",15-05-2015,384.519457,12,14,58,117,5.964226244,199,67,0.626930769,8.4,64.87607257,Poor
1961,,"12°53'27""","79°30'50""",16-05-2015,384.519457,76,144,52.24729367,186.7503982,5.964226244,189.0329095,394,0.626930769,8.2,68.24491608,Poor
1962,,"12°51'55""","79°22'25""",17-05-2015,659,12,22,51,147,3,255,36,0.13,8.2,23.32266754,Excellent
1963,,"12°45'35""","79°18'35""",18-05-2015,711,28,36,84,84,4,266,55,0.07,8.2,21.65247972,Excellent
1964,,"12°46'10""","79°25'20""",19-05-2015,384.519457,24,44,78,253,3,496,58,0.23,8.4,34.93904189,Good
1965,,"12°56'33""","79°11'49""",20-05-2015,384.519457,28,60,105,322,13,189.0329095,48,0.65,8.3,73.90370138,Poor
1966,,"12°48'00""","79°17'00""",21-05-2015,384.519457,41,36,73,223,13,277,89,0.45,8.7,59.27894697,Poor
1967,,"12°39'30""","79°23'42""",22-05-2015,357,3,18,26,78,4,82,32,0.4,8.3,43.32348436,Good
1968,,"12°46'00""","79°23'05""",23-05-2015,991,25,20,100,194,2,425,48,0.39,8.1,45.82933185,Good
1969,,"12°48'00""","79°21'25""",24-05-2015,384.519457,3,24,49,300,6,319,55,0.68,8.2,67.61505381,Poor
1970,,"12°45'25""","79°18'35""",25-05-2015,899,37,32,75,156,24,291,72,0.44,8.2,61.30769427,Poor
1971,,"12°52'35""","79°15'45""",26-05-2015,495,10,12,66,75,2,85,58,0.4,8,42.75449103,Good
1972,,"12°48'40""","79°14'15""",27-05-2015,723,12,16,43,194,2,117,96,0.47,7.8,46.31925132,Good
1973,,"12°55'00""","79°12'00""",28-05-2015,384.519457,18,36,27,136,5.964226244,269,84,1.22,8.4,110.0759733,Not suitable
1974,,"12°59'80""","79°18'10""",29-05-2015,715,17,22,34,186,5,191,96,0.4,8.4,46.03772654,Good
1975,,"13°02'45""","79°24'10""",30-05-2015,735,15,60,55,120,4,262,91,0.3,8.2,37.99672119,Good
1976,,"12°58'05""","79°12'25""",31-05-2015,632,2,22,34,159,11,220,86,0.97,8.4,92.972222,Very poor
1977,,"12°53'35""","79°22'15""",01-06-2015,816,10,104,51,120,4,234,94,0.42,7.8,45.09307788,Good
1978,,"12°45'10""","79°09'10""",02-06-2015,384.519457,28,40,52.24729367,207,8,189.0329095,206,0.74,8.4,75.82317243,Very poor
1979,,"13°01'30""","79°02'20""",03-06-2015,583,9,18,41,136,4,128,86,1.31,8.4,116.0350822,Not suitable
1980,,"12°58'10""","79°04'10""",04-06-2015,570,5,50,34,107,6,149,86,1.38,8.1,120.6207264,Not suitable
1981,,"12°58'40""","79°24'35""",05-06-2015,384.519457,24,40,61,311,5.964226244,461,48,0.85,8.6,85.09318618,Very poor
1982,,"13°06'50""","79°25'20""",06-06-2015,384.519457,28,72,46,345,5,189.0329095,55,0.26,8.5,37.63607388,Good
1983,,"13°01'45""","79°14'00""",07-06-2015,667,21,36,40,106,5.964226244,177,77,0.38,8.2,44.22400708,Good
1984,,"13°03'15""","79°20'00""",08-06-2015,948,28,24,75,208,5,319,68,0.87,8.6,86.61551076,Very poor
1985,,"12°51'50""","79°03'40""",09-06-2015,384.519457,5,32,83,334,4,397,245,1.02,8.6,97.82482778,Very poor
1986,,"12°50'40""","79°06'40""",10-06-2015,384.519457,28,56,52.24729367,242,7,189.0329095,45,0.69,8.3,70.82358669,Poor
1987,,"12°58'00""","79°03'00""",11-06-2015,730,14,14,60,152,25,209,70,0.43,8.1,58.38479083,Poor
1988,,"12°58'05""","79°12'25""",12-06-2015,384.519457,15,36,44,492,2,454,134,0.38,8.5,44.98581425,Good
1989,,"12°58'10""","79°04'10""",13-06-2015,384.519457,15,36,44,472,23,390,115,0.39,8.6,57.56660088,Poor
1990,,"12°51'54""","79°03'43""",14-06-2015,384.519457,18,48,73,414,5.964226244,189.0329095,58,0.96,8.7,94.63738518,Very poor
1991,,"12°45'15""","79°09'18""",15-06-2015,384.519457,28,56,52.24729367,242,11,189.0329095,54,0.48,8.4,57.27640211,Poor
1992,,"13°06'25""","79°25'25""",16-06-2015,879,15,28,61,209,4,262,84,0.38,7.8,41.85399991,Good
