,vellore,Latitude,Longitude,Date,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
3500,,"12°46'10""","79°25'20""",02-08-2019,554,7,58,23.085,110,5.964226244,0.1,82,0.14,7.8,21.76961851,Excellent
3501,,"12°44'48""","79°22'18""",03-08-2019,384.519457,39,144,92.34,212,5.964226244,0.1,228,0.11,7.5,23.98788631,Excellent
3502,,"12°42'30""","79°12'30""",04-08-2019,988,22,52,51.03,228,5.964226244,0.1,150,0.21,7.8,29.62552908,Good
3503,,"12°50'38""","78°55'49""",05-08-2019,384.519457,11,40,61.965,216,5.964226244,6,121.0057919,1.04,8.1,95.73291541,Very poor
3504,,"12°52'46""","78°59'56""",06-08-2019,384.519457,21,60,99.63,237,5.964226244,13,282,0.85,8.1,83.87017859,Very poor
3505,,"12°51'54""","79°03'43""",07-08-2019,384.519457,29,28,106.92,186.7503982,5.964226244,27,599,0.67,8.2,71.13736222,Poor
3506,,"12°55'05""","79°03'00""",08-08-2019,384.519457,13,120,63.18,345,5.964226244,22,281,0.61,8.1,64.05790417,Poor
3507,,"12°51'50""","79°03'40""",09-08-2019,384.519457,8,28,102.06,345,5.964226244,0.1,232,1.27,8.4,117.6632224,Not suitable
3508,,"12°54'50""","78°49'40""",10-08-2019,384.519457,36,188,89.91,248,5.964226244,5,346,0.62,7.9,66.71631118,Poor
3509,,"12°44'50""","78°52'40""",11-08-2019,633,3,76,32.805,113,5.964226244,4,153,1.24,7.8,108.0597343,Not suitable
3510,,"12°41'37""","78°52'40""",12-08-2019,554,6,28,58.32,92,5.964226244,1,73,1.11,8.1,100.3605504,Not suitable
3511,,"12°53'35""","79°04'05""",13-08-2019,384.519457,42,68,52.24729367,366,5.964226244,0.1,269,1.08,8,99.82200103,Very poor
3512,,"12°58'25""","78°51'38""",14-08-2019,384.519457,3,44,104.49,235,5.964226244,0.1,192,0.85,8.1,83.04974268,Very poor
3513,,"13°01'55""","78°51'52""",15-08-2019,545,7,24,37.665,140,5.964226244,0.1,48,1.02,8.1,92.32414382,Very poor
3514,,"12°56'25""","78°41'05""",16-08-2019,739,3,18,35.235,225,5.964226244,0.1,108,1.11,8.3,100.4995704,Not suitable
3515,,"13°04'10""","78°58'35""",17-08-2019,804,9,68,46.17,163,5.964226244,3,208,1.08,8,97.88412883,Very poor
3516,,"13°05'25""","79°25'26""",18-08-2019,586,5,30,43.74,133,5.964226244,0.1,24,0.43,7.9,45.50381216,Good
3517,,"12°58'46""","79°24'33""",19-08-2019,495,7,28,43.74,101,5.964226244,0.1,32,0.37,7.7,39.58888932,Good
3518,,"12°42'39""","79°15'26""",20-08-2019,767,2,68,34.02,170,5.964226244,0.1,101,0.29,7.9,34.77045629,Good
3519,,"12°55'30""","79°22'00""",21-08-2019,384.519457,17,64,46.17,290,5.964226244,2,230,0.58,7.9,58.79130963,Poor
3520,,"12°55'25""","79°19'58""",22-08-2019,384.519457,16,84,36.45,251,5.964226244,18,138,0.34,7.9,39.66205013,Good
3521,,"12°59'52""","79°18'11""",23-08-2019,384.519457,18,120,51.03,269,5.964226244,17,169,0.42,7.9,47.29592519,Good
3522,,"12°53'49""","79°22'56""",24-08-2019,916,13,116,72.9,99,5.964226244,0.1,174,0.22,7.6,30.6205026,Good
3523,,"13°06'52""","79°25'20""",25-08-2019,952,12,34,37.665,278,5.964226244,0.1,107,0.65,7.8,62.53694042,Poor
3524,,"12°56'04""","79°15'08""",26-08-2019,610,5,42,38.88,138,5.964226244,4,18,0.48,7.9,49.31887595,Good
3525,,"12°59'35""","78°44'45""",27-08-2019,290,5,20,24.3,67,5.964226244,0.1,22,0.95,8.2,86.40358648,Very poor
3526,,"13°00'24""","78°44'46""",28-08-2019,312,2,12,27.945,83,32,0.1,11,0.97,8.3,102.6137426,Not suitable
3527,,"12°55'47""","78°43'54""",29-08-2019,384.519457,11,58.75113122,52.24729367,23,5.964226244,0.1,282,0.45,7.7,47.03301951,Good
3528,,"12°53'41""","78°51'46""",30-08-2019,384.519457,9,152,116.64,354,5.964226244,0.1,245,0.42,7.8,50.44678257,Poor
3529,,"12°54'21""","78°41'42""",31-08-2019,384.519457,13,44,69.255,246,5.964226244,0.1,130,1.06,8.1,97.86332245,Very poor
3530,,"12°52'50""","78°49'45""",01-09-2019,384.519457,22,64,41.31,334,5.964226244,8,145,0.57,7.8,57.30453319,Poor
3531,,"12°58'50""","79°28'24""",02-09-2019,384.519457,2,72,26.73,276,5.964226244,1,257,0.2,7.6,25.94966677,Good
3532,,"13°05'01""","79°43'10""",03-09-2019,384.519457,35,64,55.89,306,5.964226244,0.1,179,0.68,7.3,64.05309373,Poor
3533,,"13°09'06""","79°41'08""",04-09-2019,315,4,38,26.73,55,5.964226244,0.1,13,1.32,7.1,108.7753522,Not suitable
3534,,"12°54'26""","79°27'43""",05-09-2019,384.519457,7,128,51.03,186.7503982,5.964226244,0.1,245,0.54,7.4,53.20381942,Poor
3535,,"12°59'13""","79°40'39""",06-09-2019,900,8,46,25.515,253,5.964226244,16,53,0.26,7.5,29.63079722,Good
3536,,"12°55'29""","79°27'43""",07-09-2019,384.519457,19,36,59.535,276,5.964226244,39,160,0.49,7.7,50.86481201,Poor
3537,,"12°59'07""","79°39'07""",08-09-2019,713,5,60,25.515,166,5.964226244,0.1,108,0.09,7.4,15.7170089,Excellent
3538,,"12°56'20""","79°35'43""",09-09-2019,384.519457,4,172,121.5,347,5.964226244,0.1,318,0.15,7.5,28.05586024,Good
3539,,"12°55'29""","79°27'13""",10-09-2019,384.519457,5,112,68.04,205,5.964226244,0.1,60,0.2,7.5,27.70412623,Good
3540,,"13°05'15""","79°31'02""",11-09-2019,331,7,42,20.655,55,5.964226244,0.1,13,0.55,7.4,50.5840565,Poor
3541,,"13°03'20""","79°42'10""",12-09-2019,743,4,64,58.32,129,5.964226244,0.1,75,0.1,7.2,16.87855849,Excellent
3542,,"12°58'00""","79°33'35""",13-09-2019,384.519457,10,148,63.18,271,5.964226244,22,144,0.13,7.6,23.59427403,Excellent
3543,,"13°03'40""","79°36'25""",14-09-2019,500,7,58,26.73,83,5.964226244,0.1,105,0.06,7.5,13.87376057,Excellent
3544,,"13°01'04""","79°28'38""",15-09-2019,384.519457,9,74,40.095,244,5.964226244,1,180,0.08,7.5,16.81492863,Excellent
3545,,"12°50'38""","78°55'49""",16-09-2019,384.519457,68,100,9.72,186.7503982,4,189.0329095,290,0.67,6.9,59.32205091,Poor
3546,,"12°52'46""","78°59'56""",17-09-2019,384.519457,21,88,99.63,301,0.1,454,232,1.93,7.3,160.7959518,Not suitable
3547,,"12°45'10""","79°09'10""",18-09-2019,384.519457,3,58.75113122,53.46,269,0.1,189.0329095,348,1.6,7.2,130.8215753,Not suitable
3548,,"12°48'28""","79°08'17""",19-09-2019,725,7,44,71.685,122,0.1,163,110,1.16,7.4,98.13548114,Very poor
3549,,"12°44'50""","78°52'40""",20-09-2019,384.519457,7,72,82.62,189,9,330,180,0.57,7.2,57.13381238,Poor
3550,,"12°41'37""","78°52'40""",21-09-2019,384.519457,19,48,41.31,207,5.964226244,199,121,0.62,7.6,59.59005319,Poor
3551,,"12°51'54""","79°03'43""",22-09-2019,367,12,60,10.935,39,14,71,52,0.6,7.6,60.09807138,Poor
3552,,"12°55'05""","79°03'00""",23-09-2019,840,12,84,48.6,145,0.1,0.73,153,1.19,7.3,99.35222921,Very poor
3553,,"12°51'50""","79°03'40""",24-09-2019,261,2,28,29.16,25,0.1,67,27,0.35,7.6,33.1635343,Good
3554,,"12°54'50""","78°49'40""",25-09-2019,384.519457,46,108,92.34,251,0.1,333,144,0.95,7.3,85.05693382,Very poor
3555,,"12°56'33""","79°11'49""",26-09-2019,729,5,82,40.095,122,0.1,269,114,0.82,7.5,71.25429138,Poor
3556,,"12°55'31""","79°10'43""",27-09-2019,834,8,66,74.115,136,0.1,319,127,0.3,7.5,32.6148301,Good
3557,,"12°48'50""","79°05'52""",28-09-2019,384.519457,6,64,53.46,327,17,404,147,0.43,7.6,51.65472163,Poor
3558,,"12°57'04""","79°11'27""",29-09-2019,436,3,48,27.945,64,0.1,74,108,0.5,7.6,45.34567326,Good
3559,,"12°50'51""","79°05'41""",30-09-2019,384.519457,16,120,43.74,258,0.1,376,216,0.8,7.4,70.67480751,Poor
3560,,"12°53'35""","79°04'05""",01-10-2019,384.519457,21,80,70.47,221,0.1,319,298,0.27,7.5,31.07701592,Good
3561,,"12°58'25""","78°51'38""",02-10-2019,556,7,34,54.675,83,7,135,104,1.15,7.7,101.7213278,Not suitable
3562,,"13°04'10""","78°58'35""",03-10-2019,704,10,38,64.395,138,0.1,220,35,1.04,7.8,90.87621789,Very poor
3563,,"13°01'55""","78°51'52""",04-10-2019,899,16,84,97.2,87,0.1,298,171,0.31,7.5,35.11272143,Good
3564,,"12°56'25""","78°41'05""",05-10-2019,986,18,60,32.805,246,0.1,269,189,1.47,7.7,123.2784688,Not suitable
3565,,"12°59'35""","78°44'45""",06-10-2019,500,6,46,21.87,99,0.1,71,113,0.57,7.7,51.26400916,Poor
3566,,"13°00'24""","78°44'46""",07-10-2019,384.519457,40,52,68.04,306,11,340,192,0.78,7.6,77.47858478,Very poor
3567,,"12°55'47""","78°43'54""",08-10-2019,384.519457,9,64,119.07,156,0.1,379,157,1.47,7.7,127.1856113,Not suitable
3568,,"12°53'41""","78°51'46""",09-10-2019,824,11,32,51.03,223,13,223,56,2.46,8,208.9955159,Not suitable
3569,,"12°54'21""","78°41'42""",10-10-2019,759,3,50,57.105,147,0.1,269,125,0.32,7.8,34.63765092,Good
3570,,"12°52'50""","78°49'45""",11-10-2019,800,3,42,48.6,173,0.1,223,150,0.33,7.8,34.90873429,Good
3571,,"13°01'30""","79°02'20""",12-10-2019,384.519457,11,184,52.24729367,186.7503982,13,189.0329095,60,2.94,7.8,247.0258078,Not suitable
3572,,"13°01'45""","79°14'00""",13-10-2019,448,4,14,47.385,81,9,110,50,1.06,8.2,97.92977118,Very poor
3573,,"12°58'30""","79°16'25""",14-10-2019,527,4,18,53.46,127,9,53,51,1.73,8.4,151.6694005,Not suitable
3574,,"13°03'45""","79°16'55""",15-10-2019,481,6,16,37.665,106,10,96,60,1.22,8.2,110.5702982,Not suitable
3575,,"12°56'20""","79°07'20""",16-10-2019,384.519457,10,72,106.92,186.7503982,37,189.0329095,212,0.53,8,75.26935025,Very poor
3576,,"12°57'10""","79°59'20""",17-10-2019,384.519457,44,64,52.24729367,393,8,189.0329095,312,1.06,8,99.74203858,Very poor
3577,,"12°58'10""","79°04'10""",18-10-2019,384.519457,6,58.75113122,116.64,186.7503982,11,189.0329095,365,1.9,7.6,165.7358735,Not suitable
3578,,,,19-10-2019,262,1,34,25.515,23,0.1,53,61,0.45,8.1,43.87757249,Good
3579,,"12°57'10""","78°59'20""",20-10-2019,384.519457,38,36,128.79,283,9,440,253,2.23,7.7,192.7987943,Not suitable
3580,,"12°58'05""","79°12'25""",21-10-2019,384.519457,10,184,106.92,485,9,189.0329095,372,0.91,7.6,89.63709046,Very poor
3581,,"12°46'00""","79°23'05""",22-10-2019,384.519457,7,58.75113122,121.5,186.7503982,9,189.0329095,121,0.78,7.5,76.85606156,Very poor
3582,,"12°55'05""","79°15'08""",23-10-2019,384.519457,8,58.75113122,52.24729367,186.7503982,13,189.0329095,504,1.27,7.8,115.9963189,Not suitable
3583,,"12°54'06""","79°19'21""",24-10-2019,465,6,36,46.17,69,10,89,118,1.92,7.7,162.6804839,Not suitable
3584,,"12°46'10""","79°25'20""",25-10-2019,384.519457,12,84,109.35,131,9,401,300,0.79,7.8,79.80853499,Very poor
3585,,"12°48'00""","79°30'00""",26-10-2019,789,2,26,34.02,232,9,234,105,1.03,8.2,95.63238983,Very poor
3586,,"12°39'30""","79°23'42""",27-10-2019,384.519457,23,64,49.815,186,10,252,295,0.78,7.7,75.93402377,Very poor
3587,,"12°42'30""","79°12'30""",28-10-2019,321,5,18,38.88,48,9,50,13,1.15,8.2,104.3458151,Not suitable
3588,,"12°51'55""","79°22'55""",29-10-2019,456,4,16,35.235,101,10,82,30,0.68,8.2,68.29098864,Poor
3589,,"12°44'48""","79°22'18""",30-10-2019,625,9,18,47.385,150,9,188,48,1.58,8.1,138.2898698,Not suitable
3590,,"12°42'30""","79°12'30""",31-10-2019,348,2,18,31.59,74,9,64,42,1,8.2,92.3088621,Very poor
3591,,"12°58'46""","79°24'33""",01-11-2019,277,4,34,20.655,28,1,53,55,0.51,7.9,47.67813042,Good
3592,,"12°42'39""","79°15'26""",02-11-2019,598,23,30,54.675,104,4,121,45,0.95,8.3,88.71103283,Very poor
3593,,"12°55'30""","79°22'00""",03-11-2019,384.519457,8,56,99.63,405,0.1,432,544,1.89,7.7,159.8434371,Not suitable
3594,,"12°55'25""","79°19'58""",04-11-2019,384.519457,14,58.75113122,52.24729367,313,10,189.0329095,86,0.61,7.6,61.6548384,Poor
3595,,"12°53'49""","79°22'56""",05-11-2019,384.519457,4,166,68.04,127,4,220,413,1.67,7.6,142.952019,Not suitable
3596,,"13°06'52""","79°25'20""",06-11-2019,384.519457,22,80,53.46,481,2,189.0329095,247,0.68,7.6,64.01908411,Poor
3597,,"12°56'04""","79°15'08""",07-11-2019,598,23,24,49.815,117,0.1,124,58,0.89,8.3,81.65300592,Very poor
3598,,"12°59'52""","79°18'11""",08-11-2019,455,10,44,36.45,69,10,113,62,1.44,7.8,125.6615319,Not suitable
3599,,"12°58'50""","79°28'24""",09-11-2019,384.519457,15,96,68.04,237,0.1,319,250,1.78,7.6,148.9385001,Not suitable
3600,,"13°05'01""","79°43'10""",10-11-2019,384.519457,68,136,82.62,170,8,369,204,0.6,7.6,64.64300018,Poor
3601,,"12°59'07""","79°39'07""",11-11-2019,266,5,13.6,12.393,37,2,57,27,0.56,8,52.02007583,Poor
3602,,"13°05'15""","79°31'02""",12-11-2019,843,13,110,57.105,122,0.1,241,112,1.76,7.8,147.7601868,Not suitable
3603,,"13°03'20""","79°42'10""",13-11-2019,384.519457,10,148,72.9,212,9,340,396,0.91,7.7,87.67994056,Very poor
3604,,"12°59'13""","79°40'39""",14-11-2019,800,4,30,64.395,175,5,259,118,0.92,8.1,85.95853329,Very poor
3605,,"12°54'26""","79°27'43""",15-11-2019,384.519457,20,72,97.2,439,0.1,189.0329095,171,1.75,8.2,151.7453032,Not suitable
3606,,"13°01'04""","79°28'38""",16-11-2019,951,19,58,87.48,177,6,312,58,2.22,7.6,186.7312916,Not suitable
3607,,"12°55'29""","79°27'43""",17-11-2019,384.519457,24,24,100.845,225,0.1,248,99,2.1,7.7,175.1387979,Not suitable
3608,,"13°01'04""","79°28'38""",18-11-2019,968,12,160,24.3,179,3,255,44,1.64,7.7,138.3976342,Not suitable
3609,,"12°56'20""","79°35'43""",19-11-2019,478,2,16,54.675,104,1,103,53,1.85,7.9,153.5952999,Not suitable
3610,,"12°55'29""","79°27'13""",20-11-2019,384.519457,24,46,81.405,212,2,294,129,1.23,8.1,110.3210977,Not suitable
3611,,"12°58'00""","79°33'35""",21-11-2019,765,7,26,44.955,225,1,209,45,1.85,8.2,155.6954609,Not suitable
3612,,"13°03'40""","79°36'25""",22-11-2019,859,3,18,47.385,244,9,227,118,1.56,8.1,136.917027,Not suitable
3613,,"13°09'06""","79°41'08""",23-11-2019,995,27,38,53.46,255,4,280,80,1.62,7.8,138.6367021,Not suitable
3614,,,,24-11-2019,384.519457,53,116,80.19,432,5,189.0329095,310,0.47,6.9,48.11505805,Good
3615,,"12°57'10""","78°59'20""",25-11-2019,384.519457,3,58.75113122,58.32,294,4,189.0329095,506,1.27,7.2,107.8105531,Not suitable
3616,,"12°58'05""","79°12'25""",26-11-2019,202,12,38,6.075,1,11,32,12,0.17,7.6,24.24540336,Excellent
3617,,"13°01'30""","79°02'20""",27-11-2019,820,12,24,51.03,193,2,188,132,0.88,7.9,79.51373688,Very poor
3618,,"13°01'45""","79°14'00""",28-11-2019,721,5,50,37.665,145,2,220,128,0.79,7.6,69.99193078,Poor
3619,,"12°58'10""","79°04'10""",29-11-2019,384.519457,12,132,34.02,152,2,351,219,0.37,7.4,37.53632779,Good
3620,,"12°58'30""","79°16'25""",30-11-2019,559,12,42,44.955,83,3,96,159,0.32,7.6,34.24000837,Good
3621,,"13°03'45""","79°16'55""",01-12-2019,998,11,52,38.88,205,5.964226244,241,150,0.28,7.8,34.275092,Good
3622,,"12°56'20""","79°07'20""",02-12-2019,384.519457,4,92,70.47,336,2,189.0329095,339,0.88,7.4,78.57057645,Very poor
3623,,"12°57'10""","79°59'20""",03-12-2019,779,7,44,64.395,133,4,223,149,0.76,7.6,70.14979104,Poor
3624,,"12°48'00""","79°30'00""",04-12-2019,384.519457,4,58.75113122,106.92,488,3,189.0329095,331,0.49,7.8,52.93391793,Poor
3625,,"12°39'30""","79°23'42""",05-12-2019,671,3,64,43.74,110,1,202,84,0.72,7.5,63.6554121,Poor
3626,,"12°46'00""","79°23'05""",06-12-2019,644,14,82,32.805,78,0.1,202,117,0.24,7.5,25.92561263,Good
3627,,"12°42'30""","79°12'30""",07-12-2019,384.519457,57,92,85.05,313,29,440,300,0.26,7.6,49.15386838,Good
3628,,"12°55'05""","79°15'08""",08-12-2019,952,24,40,41.31,225,0.1,262,171,0.68,7.7,62.148181,Poor
3629,,"12°54'06""","79°19'21""",09-12-2019,384.519457,9,88,43.74,363,12,489,173,0.3,7.5,38.39387048,Good
3630,,"12°51'55""","79°22'55""",10-12-2019,384.519457,14,58.75113122,52.24729367,421,6,189.0329095,364,0.27,7.9,35.52555987,Good
3631,,"12°46'10""","79°25'20""",11-12-2019,565,2,54,29.16,97,2,167,116,0.43,7.6,41.26798692,Good
3632,,"12°44'48""","79°22'18""",12-12-2019,637,7,48,23.085,133,1,195,120,0.64,7.6,56.98684946,Poor
3633,,"12°42'30""","79°12'30""",13-12-2019,384.519457,20,92,68.04,246,2,468,224,0.35,7.5,38.44502385,Good
3634,,"13°05'25""","79°25'26""",14-12-2019,710,8,38,38.88,154,1,184,118,0.37,7.7,37.3651183,Good
3635,,"12°58'46""","79°24'33""",15-12-2019,516,4,24,34.02,108,1,99,49,0.4,8,40.56600465,Good
3636,,"12°55'25""","79°19'58""",16-12-2019,663,4,60,20.655,150,5,216,71,0.49,7.6,47.39758777,Good
3637,,"12°59'52""","79°18'11""",17-12-2019,329,1,38,31.59,28,2,64,39,0.31,7.8,32.56655834,Good
3638,,"13°06'52""","79°25'20""",18-12-2019,798,10,38,30.375,196,2,202,133,0.45,7.8,44.5272177,Good
3639,,"12°42'39""","79°15'26""",19-12-2019,687,5,46,43.74,129,2,177,108,0.84,7.7,74.62366334,Poor
3640,,"12°55'30""","79°22'00""",20-12-2019,384.519457,27,66,57.105,308,5,393,270,0.5,7.6,51.78160798,Poor
3641,,"12°53'49""","79°22'56""",21-12-2019,384.519457,7,58.75113122,63.18,186.7503982,9,189.0329095,431,0.48,8,54.03381065,Poor
3642,,"12°56'04""","79°15'08""",22-12-2019,640,2,50,40.095,108,8,191,101,0.43,7.7,45.68116435,Good
3643,,"12°58'50""","79°28'24""",23-12-2019,384.519457,3,100,46.17,251,3,468,217,0.44,7.7,45.52683852,Good
3644,,"13°05'01""","79°43'10""",24-12-2019,959,4,50,48.6,251,1,415,68,0.27,7.8,31.19016419,Good
3645,,"13°09'06""","79°41'08""",25-12-2019,545,5,70,31.59,69,2,252,31,0.22,7.9,27.14177169,Good
3646,,"12°54'26""","79°27'43""",26-12-2019,384.519457,22,58.75113122,121.5,186.7503982,9,189.0329095,372,0.3,6.9,36.83399838,Good
3647,,"12°59'13""","79°40'39""",27-12-2019,842,2,30,47.385,202,5,213,159,0.59,8.1,59.40834974,Poor
3648,,"12°55'29""","79°27'43""",28-12-2019,572,4,48,46.17,71,7,121,109,0.76,7.8,71.61100002,Poor
3649,,"13°01'04""","79°28'38""",29-12-2019,899,5,78,47.385,154,3,308,210,0.95,7.7,84.78584197,Very poor
3650,,"13°05'45""","79°34'26""",30-12-2019,644,13,72,44.955,110,3,99,178,0.37,7.7,39.30376553,Good
3651,,"12°59'07""","79°39'07""",31-12-2019,384.519457,24,104,104.49,260,5,189.0329095,235,0.14,7.6,26.2502881,Good
3652,,"12°56'20""","79°35'43""",01-01-2020,384.519457,4,68,58.32,235,14,347,293,0.36,7.6,44.79851332,Good
3653,,"12°55'29""","79°27'13""",02-01-2020,830,3,56,54.675,156,6,280,111,0.79,7.5,72.53376402,Poor
3654,,"13°05'15""","79°31'02""",03-01-2020,659,7,72,29.16,113,2,209,93,0.58,7.9,55.28080691,Poor
3655,,"13°03'20""","79°42'10""",04-01-2020,798,4,48,58.32,138,1,280,164,0.12,7.8,19.71274905,Excellent
3656,,"12°58'00""","79°33'35""",05-01-2020,522,2,48,38.88,69,7,195,73,0.39,7.8,42.39857074,Good
3657,,"13°03'40""","79°36'25""",06-01-2020,602,1,52,29.16,85,8,181,136,0.46,7.6,46.81204066,Good
3658,,"12°50'38""","78°55'49""",07-01-2020,989,8,36,68.04,200,21,220,232,1.07,8.1,106.9264567,Not suitable
3659,,"12°52'46""","78°59'56""",08-01-2020,384.519457,23,152,52.24729367,308,6,189.0329095,518,0.71,7.8,70.78838872,Poor
3660,,"12°45'10""","79°09'10""",09-01-2020,384.519457,2,72,112.995,150,8,386,242,0.59,7.8,63.28189014,Poor
3661,,"12°48'28""","79°08'17""",10-01-2020,384.519457,22,60,87.48,191,20,347,214,0.44,7.8,57.36430132,Poor
3662,,"12°51'54""","79°03'43""",11-01-2020,384.519457,23,44,82.62,186.7503982,39,189.0329095,476,0.75,8.3,94.55126947,Very poor
3663,,"12°55'05""","79°03'00""",12-01-2020,384.519457,42,84,72.9,430,21,189.0329095,365,0.21,7.9,41.47453049,Good
3664,,"12°51'50""","79°03'40""",13-01-2020,384.519457,7,44,109.35,357,2,189.0329095,302,1.18,8.2,108.2313088,Not suitable
3665,,"12°54'50""","78°49'40""",14-01-2020,910,19,110,41.31,138,3,266,204,0.8,7.8,74.30636357,Poor
3666,,"12°44'50""","78°52'40""",15-01-2020,804,1,94,36.45,120,12,188,295,1.31,7.8,117.6408358,Not suitable
3667,,"12°41'37""","78°52'40""",16-01-2020,648,11,38,66.825,78,6,124,118,0.15,8.2,27.32843635,Good
3668,,"12°56'33""","79°11'49""",17-01-2020,414,4,22,42.525,28,34,67,92,0.43,8.1,61.58402353,Poor
3669,,"12°55'31""","79°10'43""",18-01-2020,384.519457,38,64,102.06,219,0.1,404,187,0.54,8.1,57.73287012,Poor
3670,,"12°48'50""","79°05'52""",19-01-2020,818,22,40,61.965,143,4,209,132,0.49,8.1,52.58455165,Poor
3671,,"12°57'04""","79°11'27""",20-01-2020,916,10,22,47.385,223,24,312,63,0.52,8.3,65.67991367,Poor
3672,,"12°50'51""","79°05'41""",21-01-2020,802,17,36,36.45,61,5.964226244,16,156,0.46,8.1,49.37491071,Good
3673,,"12°53'35""","79°04'05""",22-01-2020,511,16,38,43.74,69,0.1,124,62,0.46,8,45.87834983,Good
3674,,"12°58'25""","78°51'38""",23-01-2020,384.519457,4,22,61.965,285,0.1,369,236,0.82,8.3,76.92373874,Very poor
3675,,"13°04'10""","78°58'35""",24-01-2020,951,21,62,47.385,184,0.1,248,240,0.76,8,70.71328501,Poor
3676,,"12°56'25""","78°41'05""",25-01-2020,1000,11,24,51.03,262,1,238,156,1.09,8.4,98.60606752,Very poor
3677,,"13°01'55""","78°51'52""",26-01-2020,556,4,22,27.945,133,0.1,92,92,1.06,8.3,93.01354859,Very poor
3678,,"13°00'24""","78°44'46""",27-01-2020,375,1,20,26.73,93,0.1,43,30,1.02,8.2,88.79553241,Very poor
3679,,"12°55'47""","78°43'54""",28-01-2020,384.519457,9,58.75113122,52.24729367,239,0.1,189.0329095,259,0.54,7.7,51.40760717,Poor
3680,,"12°53'41""","78°51'46""",29-01-2020,384.519457,6,132,70.47,322,0.1,189.0329095,168,0.62,6.6,52.78173602,Poor
3681,,"12°54'21""","78°41'42""",30-01-2020,391,8,44,36.45,30,0.1,96,70,0.78,7.8,68.80655717,Poor
3682,,"12°52'50""","78°49'45""",31-01-2020,936,19,80,72.9,122,0.1,333,195,0.65,6.8,56.2448391,Poor
3683,,"12°59'35""","78°44'45""",01-02-2020,359,6,18,38.88,55,0.1,74,21,0.95,8.1,83.48180745,Very poor
3684,,"12°50'38""","78°55'49""",02-02-2020,771,4,54,91.125,147,5,277,113,0.47,7.4,48.36192054,Good
3685,,"12°52'46""","78°59'56""",03-02-2020,384.519457,5,40,89.91,320,18,189.0329095,190,0.47,7.5,56.00091302,Poor
3686,,"12°45'10""","79°09'10""",04-02-2020,583,5,38,57.105,74,1,152,135,0.44,7.7,43.43016081,Good
3687,,"12°48'28""","79°08'17""",05-02-2020,586,1,48,34.02,76,2,138,180,0.43,7.7,42.03771084,Good
3688,,"12°44'50""","78°52'40""",06-02-2020,384.519457,6,134,41.31,147,2,319,244,0.74,7.7,68.3050078,Poor
3689,,"12°41'37""","78°52'40""",07-02-2020,986,17,110,57.105,129,1,230,234,0.67,7.7,63.25650939,Poor
3690,,"12°51'54""","79°03'43""",08-02-2020,682,18,42,54.675,115,5,163,67,0.68,7.9,65.92170958,Poor
3691,,"12°51'50""","79°03'40""",09-02-2020,384.519457,6,32,114.21,386,0.1,189.0329095,351,1.11,8,100.7217679,Not suitable
3692,,"12°54'50""","78°49'40""",10-02-2020,384.519457,20,136,85.05,179,5,447,248,0.62,7.8,64.26366438,Poor
3693,,"12°55'05""","79°03'00""",11-02-2020,384.519457,41,108,109.35,315,5.964226244,189.0329095,388,0.44,7.8,52.62648885,Poor
